Itemcode,"Item Description",Brand,Pack-size,"Vendor ID","Receive Date","PO Number","PO Line #","Ordered Quantity","Order UOM","Received Quantity","Rec. UOM","Weight (LB)","Variance (Quantity)","Estimate Inventory Cost","Actual Inventory Cost","Variance (Inventory Cost)","Estimate Add-on Cost","Actual Add-on Cost","Variance (Add-on Cost)"
"APP11   ","Apple McIntosh tote 10/4#          ","          ","          ","ORB     ",04/07/2017,"004733   ","001           ",1008,"CS         ",1008,"CS       ",0,0,23940,23940,0,1280.16,1280.16,0
"APP11   ","Apple McIntosh tote 10/4#          ","          ","          ","ORB     ",04/12/2017,"004739   ","001           ",504,"CS         ",504,"CS       ",0,0,12222,12222,0,360,360,0
"APP11   ","Apple McIntosh tote 10/4#          ","          ","          ","ORB     ",04/19/2017,"004744   ","001           ",1050,"CS         ",1050,"CS       ",0,0,24937.5,24937.5,0,1333.5,1333.5,0
"APP11   ","Apple McIntosh tote 10/4#          ","          ","          ","ORB     ",04/27/2017,"004753   ","001           ",327,"CS         ",327,"CS       ",0,0,7929.75,7929.75,0,270,270,0
"APP119  ","Apple Ginger Gold 72/80/88/100s    ","          ","          ","BHO     ",08/31/2017,"005409   ","001           ",61,"CS         ",61,"CS       ",0,0,1601.25,1601.25,0,0,0,0
"APP119  ","Apple Ginger Gold 72/80/88/100s    ","          ","          ","LYM     ",09/06/2017,"005469   ","001           ",168,"CS         ",88,"CS       ",0,-47.62,2310,2310,0,0,0,0
"APP119  ","Apple Ginger Gold 72/80/88/100s    ","          ","          ","LYM     ",09/14/2017,"005540   ","002           ",168,"CS         ",142,"CS       ",0,-15.48,3798.5,3798.5,0,0,0,0
"APP14   ","Apple McIntosh 88s                 ","          ","          ","NFF     ",09/22/2017,"005620   ","001           ",588,"CS         ",588,"CS       ",0,0,15288,15288,0,3882.83,3882.83,0
"APP271  ","Apple Cripps Pink tote 10/4#       ","TJ        ","          ","BKM     ",11/17/2017,"005961   ","003           ",245,"CS         ",245,"CS       ",0,0,5145,5145,0,676.67,676.67,0
"APP271  ","Apple Cripps Pink tote 10/4#       ","TJ        ","          ","BKM     ",11/19/2017,"005964   ","003           ",385,"CS         ",385,"CS       ",0,0,8239,8239,0,577.5,577.5,0
"APP271  ","Apple Cripps Pink tote 10/4#       ","TJ        ","          ","BKM     ",11/24/2017,"005975   ","002           ",721,"CS         ",721,"CS       ",0,0,15429.4,15429.4,0,1564.31,1564.31,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",02/17/2017,"004661   ","001           ",1008,"CS         ",1008,"CS       ",0,0,25079.04,25079.04,0,1280.16,1280.16,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",02/22/2017,"004662   ","002           ",504,"CS         ",504,"CS       ",0,0,12539.52,12539.52,0,640.08,640.08,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",03/01/2017,"004672   ","002           ",630,"CS         ",630,"CS       ",0,0,15674.4,15674.4,0,800.1,800.1,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",03/08/2017,"004683   ","002           ",336,"CS         ",336,"CS       ",0,0,8359.68,8359.68,0,426.72,426.72,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",03/15/2017,"004693   ","002           ",672,"CS         ",672,"CS       ",0,0,16719.36,16719.36,0,853.44,853.44,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","ORB     ",03/22/2017,"004704   ","002           ",571,"CS         ",571,"CS       ",0,0,14206.48,14206.48,0,725.17,725.17,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/11/2017,"005486   ","001           ",840,"CS         ",840,"CS       ",0,0,18816,18816,0,1860,1860,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/16/2017,"005545   ","001           ",840,"CS         ",840,"CS       ",0,0,18816,18816,0,1860,1860,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/19/2017,"005546   ","001           ",840,"CS         ",840,"CS       ",0,0,18816,18816,0,1860,1860,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/23/2017,"005590   ","001           ",910,"CS         ",910,"CS       ",0,0,20293,20293,0,2365,2365,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/28/2017,"005661   ","001           ",840,"CS         ",910,"CS       ",0,8.33,20293,20293,0,1965,1965,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",09/30/2017,"005662   ","001           ",840,"CS         ",910,"CS       ",0,8.33,20293,20293,0,1965,1965,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",10/07/2017,"005754   ","001           ",840,"CS         ",910,"CS       ",0,8.33,20384,20384,0,2215,2215,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",10/17/2017,"005789   ","001           ",630,"CS         ",630,"CS       ",0,0,14112,14112,0,1360.38,1360.38,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",10/23/2017,"005790   ","001           ",630,"CS         ",630,"CS       ",0,0,14112,14112,0,1360.38,1360.38,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",10/27/2017,"005850   ","001           ",630,"CS         ",630,"CS       ",0,0,14112,14112,0,1360.38,1360.38,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",11/06/2017,"005926   ","001           ",490,"CS         ",490,"CS       ",0,0,10976,10976,0,1270.58,1270.58,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",11/17/2017,"005961   ","001           ",385,"CS         ",385,"CS       ",0,0,8470,8470,0,1063.33,1063.33,0
"APP31   ","Apple Gala tote 10/4#              ","TJ        ","          ","BKM     ",11/19/2017,"005964   ","001           ",105,"CS         ",105,"CS       ",0,0,2352,2352,0,157.5,157.5,0
"APP32   ","Apple Gala  72/80/88s              ","          ","          ","BHO     ",10/16/2017,"005808   ","001           ",126,"CS         ",126,"CS       ",0,0,3780,3780,0,0,0,0
"APP32   ","Apple Gala  72/80/88s              ","          ","          ","KLK     ",10/23/2017,"005856   ","002           ",84,"CS         ",84,"CS       ",0,0,2520,2520,0,0,0,0
"APP33   ","Apple Gala tote 8/5#               ","          ","          ","BHO     ",09/10/2017,"005493   ","001           ",280,"CS         ",280,"CS       ",0,0,6720,6720,0,0,0,0
"APP41   ","Apple Honeycrisp tote 10/4#        ","          ","          ","ORB     ",10/20/2017,"005788   ","004           ",480,"CS         ",480,"CS       ",0,0,17520,17520,0,720,720,0
"APP41   ","Apple Honeycrisp tote 10/4#        ","          ","          ","ORB     ",10/25/2017,"005861   ","004           ",320,"CS         ",320,"CS       ",0,0,11680,11680,0,232.41,232.41,0
"APP41   ","Apple Honeycrisp tote 10/4#        ","          ","          ","ORB     ",10/27/2017,"005863   ","003           ",400,"CS         ",400,"CS       ",0,0,14600,14600,0,600,600,0
"APP41   ","Apple Honeycrisp tote 10/4#        ","          ","          ","ORB     ",11/06/2017,"005925   ","003           ",355,"CS         ",355,"CS       ",0,0,12957.5,12957.5,0,259.75,259.75,0
"APP51   ","Apple Cortland 138s                ","          ","          ","PFF     ",10/02/2017,"005717   ","001           ",2,"CS         ",2,"CS       ",0,0,57,57,0,23.88,23.88,0
"APP51   ","Apple Cortland 138s                ","          ","          ","PFF     ",10/04/2017,"005732   ","005           ",2,"CS         ",2,"CS       ",0,0,57,57,0,15.51,15.51,0
"APP51   ","Apple Cortland 138s                ","          ","          ","PFF     ",10/06/2017,"005750   ","001           ",1,"CS         ",1,"CS       ",0,0,28.5,28.5,0,8.39,8.39,0
"APP51   ","Apple Cortland 138s                ","          ","          ","PFF     ",10/20/2017,"005845   ","001           ",1,"CS         ",1,"CS       ",0,0,28.5,28.5,0,9.44,9.44,0
"APP51   ","Apple Cortland 138s                ","          ","          ","PFF     ",10/23/2017,"005866   ","015           ",5,"CS         ",5,"CS       ",0,0,142.5,142.5,0,57.72,57.72,0
"APP74   ","Apple Macoun 80/88s                ","          ","          ","ROG     ",09/29/2017,"005697   ","003           ",84,"CS         ",84,"CS       ",0,0,2856,2856,0,0,0,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",10/17/2017,"005789   ","002           ",280,"CS         ",280,"CS       ",0,0,6272,6272,0,604.62,604.62,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",10/23/2017,"005790   ","002           ",280,"CS         ",280,"CS       ",0,0,6272,6272,0,604.62,604.62,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",10/27/2017,"005850   ","002           ",280,"CS         ",280,"CS       ",0,0,6272,6272,0,604.62,604.62,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",11/06/2017,"005926   ","002           ",420,"CS         ",420,"CS       ",0,0,9408,9408,0,906.92,906.92,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",11/17/2017,"005961   ","002           ",210,"CS         ",210,"CS       ",0,0,4620,4620,0,580,580,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",11/19/2017,"005964   ","002           ",420,"CS         ",420,"CS       ",0,0,9408,9408,0,630,630,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",11/24/2017,"005975   ","001           ",175,"CS         ",210,"CS       ",0,20,4704,4704,0,432.19,432.19,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","BKM     ",12/07/2017,"006019   ","001           ",693,"CS         ",693,"CS       ",0,0,15246,15246,0,1789.5,1789.5,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","ORB     ",12/15/2017,"006040   ","001           ",160,"CS         ",160,"CS       ",0,0,4160,4160,0,120,120,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","ORB     ",12/17/2017,"006042   ","001           ",320,"CS         ",320,"CS       ",0,0,8320,8320,0,480,480,0
"APP80   ","Apple Fuji tote 10/4#              ","          ","          ","ORB     ",12/20/2017,"006046   ","001           ",48,"CS         ",48,"CS       ",0,0,1248,1248,0,72,72,0
"APPE1   ","Apple McIntosh ECO 80s             ","          ","          ","ORB     ",10/20/2017,"005788   ","002           ",168,"CS         ",0,"CS       ",0,-100,0,0,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",09/22/2017,"005630   ","001           ",17,"CS         ",17,"CS       ",0,0,484.5,484.5,0,38.25,38.25,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","BHO     ",09/25/2017,"005651   ","001           ",84,"CS         ",84,"CS       ",0,0,2394,2394,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",09/27/2017,"005678   ","001           ",4,"CS         ",4,"CS       ",0,0,114,114,0,47.51,47.51,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","ROG     ",09/29/2017,"005697   ","001           ",126,"CS         ",126,"CS       ",0,0,3591,3591,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",09/29/2017,"005703   ","001           ",5,"CS         ",5,"CS       ",0,0,142.5,142.5,0,30.17,30.17,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",10/02/2017,"005714   ","001           ",6,"CS         ",6,"CS       ",0,0,171,171,0,71.65,71.65,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",10/04/2017,"005733   ","001           ",4,"CS         ",4,"CS       ",0,0,114,114,0,31.03,31.03,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",10/06/2017,"005751   ","001           ",7,"CS         ",7,"CS       ",0,0,199.5,199.5,0,58.76,58.76,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","LYM     ",10/11/2017,"005776   ","001           ",3,"CS         ",3,"CS       ",0,0,85.5,85.5,0,60.86,60.86,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",10/13/2017,"005792   ","004           ",10,"CS         ",10,"CS       ",0,0,285,285,0,105.11,105.11,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","CLA     ",10/16/2017,"005806   ","002           ",7,"CS         ",7,"CS       ",0,0,199.5,199.5,0,61.91,61.91,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","CLA     ",10/18/2017,"005823   ","001           ",5,"CS         ",5,"CS       ",0,0,142.5,142.5,0,64.99,64.99,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","CLA     ",10/20/2017,"005844   ","001           ",14,"CS         ",14,"CS       ",0,0,399,399,0,132.22,132.22,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",10/23/2017,"005866   ","001           ",5,"CS         ",5,"CS       ",0,0,142.5,142.5,0,57.71,57.71,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",10/25/2017,"005869   ","001           ",3,"CS         ",3,"CS       ",0,0,85.5,85.5,0,34.88,34.88,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",10/27/2017,"005885   ","001           ",8,"CS         ",8,"CS       ",0,0,228,228,0,87.22,87.22,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","SUN     ",11/02/2017,"005908   ","001           ",84,"CS         ",84,"CS       ",0,0,2394,2394,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","CLA     ",11/03/2017,"005910   ","002           ",16,"CS         ",16,"CS       ",0,0,456,456,0,67.68,67.68,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",11/06/2017,"005930   ","008           ",1,"CS         ",1,"CS       ",0,0,28.5,28.5,0,6.38,6.38,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","BHO     ",11/07/2017,"005936   ","001           ",84,"CS         ",84,"CS       ",0,0,2394,2394,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","PFF     ",11/29/2017,"005997   ","001           ",1,"CS         ",1,"CS       ",0,0,28.5,28.5,0,5.53,5.53,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","BHO     ",12/01/2017,"006009   ","001           ",84,"CS         ",84,"CS       ",0,0,2394,2394,0,0,0,0
"APPE100 ","Apple Cortland ECO 72/80/88s       ","          ","40#       ","SUN     ",12/24/2017,"006050   ","001           ",42,"CS         ",42,"CS       ",0,0,1197,1197,0,0,0,0
"APPE102 ","Apple McIntosh ECO 80/88s          ","          ","          ","BHO     ",09/29/2017,"005692   ","001           ",126,"CS         ",126,"CS       ",0,0,3591,3591,0,0,0,0
"APPE102 ","Apple McIntosh ECO 80/88s          ","          ","          ","BHO     ",10/27/2017,"005881   ","001           ",126,"CS         ",126,"CS       ",0,0,3591,3591,0,0,0,0
"APPE102 ","Apple McIntosh ECO 80/88s          ","          ","          ","BHO     ",11/10/2017,"005952   ","001           ",42,"CS         ",42,"CS       ",0,0,1197,1197,0,0,0,0
"APPE102 ","Apple McIntosh ECO 80/88s          ","          ","          ","BHO     ",11/24/2017,"005995   ","001           ",42,"CS         ",42,"CS       ",0,0,1197,1197,0,23,23,0
"APPE102 ","Apple McIntosh ECO 80/88s          ","          ","          ","PFF     ",12/06/2017,"006014   ","003           ",1,"CS         ",1,"CS       ",0,0,28.5,28.5,0,7.52,7.52,0
"APPE103 ","Apple Jonamac ECO tote 8/5#        ","          ","          ","ROG     ",09/28/2017,"005691   ","004           ",140,"CS         ",140,"CS       ",0,0,3150,3150,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",01/03/2017,"004599   ","001           ",252,"CS         ",252,"CS       ",0,0,5418,5418,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",01/06/2017,"004603   ","001           ",70,"CS         ",70,"CS       ",0,0,1505,1505,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",01/12/2017,"004602   ","001           ",1008,"CS         ",1008,"CS       ",0,0,21672,21672,0,1280.16,1280.16,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",01/12/2017,"004610   ","001           ",378,"CS         ",378,"CS       ",0,0,8127,8127,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",01/18/2017,"004619   ","001           ",1008,"CS         ",1008,"CS       ",0,0,21672,21672,0,1280.16,1280.16,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",01/18/2017,"004621   ","001           ",378,"CS         ",378,"CS       ",0,0,8127,8127,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",01/23/2017,"004628   ","001           ",126,"CS         ",126,"CS       ",0,0,2709,2709,0,160.02,160.02,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",01/25/2017,"004620   ","001           ",1008,"CS         ",0,"CS       ",0,-100,0,0,0,0,0,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",01/27/2017,"004634   ","001           ",504,"CS         ",504,"CS       ",0,0,10836,10836,0,640.08,640.08,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",01/27/2017,"004635   ","001           ",210,"CS         ",210,"CS       ",0,0,4515,4515,0,581.7,581.7,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",02/03/2017,"004647   ","001           ",245,"CS         ",245,"CS       ",0,0,4900,4900,0,1436.15,1436.15,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",02/09/2017,"004653   ","001           ",756,"CS         ",756,"CS       ",0,0,17577,17577,0,960.12,960.12,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",02/10/2017,"004654   ","001           ",315,"CS         ",315,"CS       ",0,0,6300,6300,0,1600.05,1600.05,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",02/16/2017,"004658   ","001           ",245,"CS         ",245,"CS       ",0,0,4900,4900,0,1146.15,1146.15,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",02/27/2017,"004660   ","001           ",245,"CS         ",245,"CS       ",0,0,4900,4900,0,1146.15,1146.15,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",03/06/2017,"004680   ","001           ",245,"CS         ",245,"CS       ",0,0,4900,4900,0,1146.15,1146.15,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","KLK     ",09/09/2017,"005473   ","001           ",910,"CS         ",910,"CS       ",0,0,18655,18655,0,2165,2165,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",09/09/2017,"005474   ","001           ",350,"CS         ",350,"CS       ",0,0,7000,7000,0,900,900,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",09/13/2017,"005488   ","001           ",350,"CS         ",350,"CS       ",0,0,7000,7000,0,1080,1080,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",09/15/2017,"005542   ","001           ",350,"CS         ",350,"CS       ",0,0,7000,7000,0,1185,1185,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","KLK     ",09/15/2017,"005543   ","001           ",350,"CS         ",350,"CS       ",0,0,7175,7175,0,847.58,847.58,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",09/16/2017,"005490   ","001           ",350,"CS         ",350,"CS       ",0,0,7525,7525,0,360,360,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",09/16/2017,"005491   ","001           ",1008,"CS         ",1008,"CS       ",0,0,21672,21672,0,1512,1512,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","BHO     ",09/18/2017,"005563   ","003           ",105,"CS         ",105,"CS       ",0,0,2100,2100,0,416.01,416.01,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",09/20/2017,"005588   ","002           ",70,"CS         ",70,"CS       ",0,0,1400,1400,0,158.57,158.57,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",09/20/2017,"005594   ","001           ",672,"CS         ",672,"CS       ",0,0,14448,14448,0,1008,1008,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","KLK     ",09/22/2017,"005593   ","002           ",245,"CS         ",245,"CS       ",0,0,5022.5,5022.5,0,568.75,568.75,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUL     ",09/23/2017,"005592   ","002           ",665,"CS         ",665,"CS       ",0,0,13300,13300,0,2002.97,2002.97,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","LYM     ",09/26/2017,"005638   ","001           ",210,"CS         ",210,"CS       ",0,0,4200,4200,0,240,240,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","BHO     ",09/27/2017,"005640   ","001           ",210,"CS         ",210,"CS       ",0,0,4200,4200,0,480,480,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",09/27/2017,"005659   ","001           ",420,"CS         ",420,"CS       ",0,0,9030,9030,0,630,630,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","CLA     ",09/28/2017,"005657   ","001           ",350,"CS         ",350,"CS       ",0,0,7525,7525,0,290.32,290.32,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",09/28/2017,"005660   ","001           ",924,"CS         ",966,"CS       ",0,4.55,20769,20769,0,2790.67,2790.67,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",09/29/2017,"005658   ","002           ",210,"CS         ",210,"CS       ",0,0,4200,4200,0,489.43,489.43,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",10/06/2017,"005720   ","003           ",70,"CS         ",70,"CS       ",0,0,1400,1400,0,161.6,161.6,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",10/09/2017,"005735   ","001           ",649,"CS         ",649,"CS       ",0,0,13953.5,13953.5,0,973.5,973.5,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","CLA     ",10/09/2017,"005766   ","001           ",210,"CS         ",210,"CS       ",0,0,4515,4515,0,253.28,253.28,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",10/16/2017,"005783   ","001           ",175,"CS         ",175,"CS       ",0,0,3500,3500,0,400,400,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",10/16/2017,"005785   ","001           ",840,"CS         ",840,"CS       ",0,0,18060,18060,0,1260,1260,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","CLA     ",10/17/2017,"005784   ","002           ",420,"CS         ",420,"CS       ",0,0,9030,9030,0,630,630,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","LYM     ",10/18/2017,"005796   ","002           ",175,"CS         ",175,"CS       ",0,0,3500,3500,0,450,450,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",10/20/2017,"005788   ","001           ",210,"CS         ",210,"CS       ",0,0,4515,4515,0,315,315,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",10/20/2017,"005813   ","001           ",350,"CS         ",350,"CS       ",0,0,7000,7000,0,900,900,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",10/20/2017,"005799   ","004           ",290,"CS         ",290,"CS       ",0,0,6235,6235,0,435,435,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",10/23/2017,"005858   ","003           ",175,"CS         ",175,"CS       ",0,0,3500,3500,0,396.18,396.18,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",10/25/2017,"005861   ","005           ",210,"CS         ",210,"CS       ",0,0,4515,4515,0,152.53,152.53,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ROG     ",10/27/2017,"005889   ","001           ",175,"CS         ",175,"CS       ",0,0,3500,3500,0,790.28,790.28,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","LYM     ",10/27/2017,"005891   ","003           ",35,"CS         ",35,"CS       ",0,0,700,700,0,52.5,52.5,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","ORB     ",10/27/2017,"005863   ","005           ",210,"CS         ",210,"CS       ",0,0,4515,4515,0,315,315,0
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJ        ","          ","SUN     ",10/30/2017,"005830   ","001           ",504,"CS         ",504,"CS       ",0,0,10836,10836,0,756,756,0
